,Price
51081,125.45
51082,25.87
51083,109.72
51084,25.87
51085,25.74
51086,20.67
51087,155.1
51088,38.94
51089,38.87
51090,103.94
51091,66.95
51092,12.74
51093,71.37
51094,11.44
51095,47.97
51096,27.95
51097,28.47
51098,50.57
51099,82.03
51100,29.25
51101,49.4
51102,86.97
51103,50.7
51104,58.44
51105,88.27
51106,22.1
51107,15.86
51108,71.37
51109,115.57
51110,148.2
51111,18.2
51112,50.69
51113,18.07
51114,77.35
51115,149.37
51116,83.07
51117,23.27
51118,28.47
51119,127.14
51120,84.37
51121,32.37
51122,124.67
51123,34.97
51124,37.44
51125,21.32
51126,123.5
51127,60.97
51128,59.15
51129,92.3
51130,16.12
51131,25.87
51132,20.54
51133,71.37
51134,116.87
51135,42.9
51136,31.85
51137,11.05
51138,29.25
51139,59.67
51140,27.17
51141,103.74
51142,41.6
51143,24.7
51144,32.24
51145,16.38
51146,32.5
51147,101.4
51148,112.97
51149,74.1
51150,18.2
51151,92.95
51152,73.97
51153,10.27
51154,59.67
51155,71.37
51156,53.95
51157,21.84
51158,11.05
51159,13.0
51160,26.65
51161,26.0
51162,130.0
51163,12.35
51164,155.22
51165,16.77
51166,107.77
51167,27.04
51168,96.2
51169,142.87
51170,21.97
51171,16.64
51172,80.6
51173,92.82
51174,23.39
51175,15.47
51176,106.47
51177,76.57
51178,42.77
51179,7.8
51180,29.9
51181,33.8
51182,37.96
51183,27.29
51184,37.57
51185,64.87
51186,96.07
51187,33.8
51188,33.8
51189,97.5
51190,17.94
51191,29.77
51192,10.01
51193,84.37
51194,15.47
51195,142.87
51196,143.11
51197,89.57
51198,23.27
51199,53.17
51200,58.37
51201,16.9
51202,85.8
51203,25.87
51204,77.87
51205,23.26
51207,45.5
51208,11.57
51209,42.77
51210,49.27
51211,29.77
51212,23.4
51213,16.9
51214,28.78
51215,23.27
51216,90.35
51217,27.3
51218,31.85
51219,32.5
51220,65.0
51221,77.87
51222,18.07
51223,40.17
51224,38.87
51225,112.45
51226,19.24
51227,19.24
51228,54.47
51229,15.47
51230,8.97
51231,33.15
51232,23.27
51233,109.07
51234,7.8
51235,117.0
51236,68.76
51237,25.87
51238,99.97
51239,50.57
51240,25.87
51241,99.97
51242,15.6
51243,88.4
51244,42.77
51245,13.52
51246,136.5
51247,116.87
51248,20.67
51249,36.14
51250,23.14
51251,29.77
51252,25.35
51253,36.27
51254,96.2
51255,27.29
51256,21.84
51257,12.87
51258,14.04
51259,42.77
51260,48.75
51261,20.67
51262,67.47
51263,22.1
51264,15.6
51265,14.23
51267,89.7
51268,21.97
51269,25.87
51270,97.5
51271,36.4
51272,8.32
51273,77.87
51274,97.5
51275,18.72
51276,68.77
51277,51.87
51278,29.77
51279,80.47
51280,135.07
51281,91.0
51282,29.25
51283,34.97
51284,35.75
51285,98.67
51286,28.6
51287,44.07
51288,11.05
51289,25.87
51290,21.97
51291,80.47
51292,20.67
51293,25.87
51294,46.54
51295,79.17
51296,71.37
51297,10.27
51298,51.87
51299,25.87
51300,64.87
51301,96.2
51302,71.37
51303,19.37
51304,30.94
51305,31.07
51306,15.6
51307,133.77
51308,100.1
51309,143.0
51310,76.05
51311,124.67
51312,103.74
51313,103.87
51314,12.35
51315,11.57
51316,45.24
51317,53.95
51318,25.29
51319,50.57
51320,31.07
51321,22.1
51322,44.59
51323,124.72
51324,13.0
51325,30.55
51326,70.07
51327,10.4
51328,6.5
51329,52.0
51330,29.12
51331,101.4
51332,85.67
51333,21.84
51334,39.65
51335,33.67
51336,22.62
51337,78.0
51338,20.79
51339,110.24
51340,62.39
51341,20.8
51342,46.02
51343,33.73
51344,77.87
51345,41.47
51346,46.41
51347,16.12
51348,28.34
51349,29.9
51350,104.0
51351,97.37
51352,18.85
51353,25.35
51354,7.41
51355,15.99
51356,24.57
51357,11.7
51358,115.57
51359,54.47
51360,48.1
51361,70.85
51362,155.87
51363,8.84
51364,25.93
51365,36.27
51366,61.1
51368,71.5
51369,14.17
51370,21.97
51371,12.87
51373,18.85
51374,33.15
51375,46.8
51376,54.47
51377,6.5
51378,104.0
51379,16.77
51380,60.67
51381,74.62
51382,81.77
51383,75.01
51384,31.07
51385,91.65
51386,11.05
51387,7.67
51388,103.87
51389,23.4
51390,31.07
51391,32.5
51392,10.14
51393,54.6
51394,10.21
51395,45.37
51396,62.27
51397,10.66
51398,13.65
51399,12.99
51400,55.77
51401,2.54
51402,37.57
51404,91.0
51405,49.4
51406,20.8
51407,36.4
51408,10.27
51409,148.85
51410,148.71
51411,84.5
51412,98.8
51413,66.3
51414,30.55
51415,64.87
51416,32.37
51417,31.07
51418,75.14
51419,49.4
51420,16.25
51421,39.0
51422,16.77
51423,155.87
51424,59.67
51425,29.9
51426,25.35
51428,42.77
51429,46.67
51431,85.8
51432,12.87
51433,44.07
51434,51.99
51435,33.02
51436,45.5
51437,42.77
51438,18.07
51439,3.24
51440,86.97
51441,102.57
51442,77.48
51443,20.8
51444,28.47
51445,76.7
51446,72.79
51447,32.37
51448,116.87
51449,34.97
51450,11.38
51451,104.0
51452,36.27
51453,18.14
51454,38.87
51455,19.89
51456,21.97
51457,54.47
51459,44.07
51460,128.57
51461,61.1
51462,39.0
51463,5.07
51464,45.37
51465,103.87
51466,21.97
51467,68.77
51468,119.13
51469,97.37
51470,23.4
51471,42.25
51472,11.05
51473,40.17
51474,97.37
51475,71.37
51476,38.87
51477,18.07
51478,83.07
51479,14.95
51480,40.3
51481,5.07
51482,24.57
51483,40.17
51484,14.3
51485,16.77
51486,21.97
51487,40.3
51488,49.27
51489,31.07
51490,18.2
51491,32.37
51492,21.45
51493,33.8
51494,44.2
51495,73.06
51496,39.0
51497,20.8
51498,68.88
51499,142.87
51500,51.87
51501,73.97
51502,30.55
51503,129.35
51504,80.6
51505,13.0
51506,61.3
51507,27.29
51508,27.17
51509,47.58
51510,19.24
51511,12.87
51512,68.77
51513,31.07
51514,38.48
51515,103.87
51516,22.1
51517,40.17
51518,29.9
51519,63.57
51520,34.97
51521,28.47
51522,28.99
51523,46.67
51524,24.57
51525,57.07
51526,11.57
51527,23.27
51529,27.17
51530,49.4
51531,16.25
51532,19.37
51533,20.41
51534,34.97
51535,33.67
51536,45.11
51537,27.04
51538,66.17
51539,64.87
51540,63.57
51541,128.7
51542,48.1
51543,39.0
51544,28.6
51545,20.8
51546,22.75
51547,21.45
51548,90.87
51549,51.35
51550,63.57
51551,6.11
51552,41.47
51553,19.37
51554,18.07
51555,37.7
51556,17.55
51557,107.77
51558,51.87
51560,32.37
51561,45.37
51562,89.57
51563,114.27
51564,40.3
51565,7.67
51566,46.67
51567,29.12
51568,29.25
51569,99.97
51570,61.75
51571,68.77
51573,51.87
51574,33.54
51575,47.84
51576,63.7
51577,35.1
51578,97.37
51579,32.5
51580,71.24
51581,27.17
51582,75.4
51583,77.74
51584,21.97
51585,116.87
51586,73.45
51587,14.95
51588,24.57
51589,67.47
51590,28.47
51591,50.7
51592,123.5
51593,120.77
51594,33.67
51595,38.87
51596,88.27
51597,49.92
51598,28.6
51599,38.87
51600,51.35
51601,88.27
51602,33.67
51603,51.87
51604,23.4
51605,45.37
51606,97.37
51607,30.55
51608,49.4
51609,97.37
51610,103.87
51611,49.4
51612,57.07
51613,27.95
51614,24.57
51615,19.5
51616,65.0
51617,8.97
51618,68.9
51619,129.35
51621,35.1
51622,35.75
51623,14.3
51624,42.77
51625,59.67
51626,150.67
51627,16.64
51628,57.07
51629,36.27
51630,30.94
51631,64.87
51632,29.25
51633,33.79
51634,33.54
51635,18.85
51636,50.7
51637,41.6
51638,11.44
51639,74.75
51640,79.95
51641,43.42
51642,84.37
51643,28.47
51644,20.54
51645,37.7
51646,36.4
51647,68.9
51648,54.08
51649,50.7
51650,38.87
51651,25.87
51652,16.25
51653,116.87
51654,19.37
51655,70.07
51656,60.97
51657,64.87
51658,22.1
51659,13.0
51660,45.37
51661,51.87
51662,40.3
51663,33.67
51664,64.35
51665,57.2
51666,43.55
51667,19.34
51668,71.37
51669,56.55
51670,8.97
51671,54.47
51672,96.2
51673,23.4
51675,90.99
51676,20.15
51677,24.57
51678,68.77
51679,30.33
51680,20.8
51681,37.57
51682,27.95
51683,73.97
51684,48.1
51685,119.47
51686,93.21
51687,38.74
51688,46.67
51689,23.27
51690,32.37
51691,49.27
51692,98.67
51693,25.87
51694,128.7
51695,44.07
51696,87.75
51697,25.61
51698,94.9
51699,10.4
51700,6.37
51701,13.0
51702,14.3
51703,25.87
51704,23.39
51705,35.75
51706,13.52
51708,18.85
51709,54.6
51710,67.47
51711,31.2
51712,27.04
51713,128.57
51714,77.87
51715,98.67
51716,44.78
51717,48.1
51718,83.07
51719,63.57
51720,88.27
51721,67.47
51722,46.15
51723,25.87
51724,33.67
51725,33.8
51726,114.27
51727,38.87
51728,38.34
51729,86.45
51730,70.85
51731,25.22
51732,13.91
51733,29.77
51734,59.67
51735,36.34
51736,88.14
51737,37.57
51738,124.72
51739,60.97
51740,14.17
51741,42.25
51742,37.57
51744,60.97
51745,40.17
51746,21.97
51747,32.37
51748,49.53
51749,72.67
51750,97.5
51751,23.27
51752,16.25
51753,27.17
51755,28.47
51756,20.15
51757,25.74
51758,44.07
51759,110.5
51760,31.07
51761,76.96
51762,31.85
51763,24.69
51765,87.75
51766,36.27
51767,111.67
51768,81.77
51769,58.37
51770,106.47
51771,80.21
51772,77.35
51773,16.77
51774,122.07
51775,38.87
51776,70.07
51777,83.07
51778,68.77
51780,38.99
51781,23.27
51782,20.15
51783,18.46
51784,96.2
51785,8.45
51786,20.67
51787,88.14
51788,24.57
51789,38.87
51790,103.87
51791,47.97
51792,70.2
51793,97.5
51794,27.82
51795,24.57
51796,19.5
51797,49.27
51798,9.23
51799,106.47
51800,41.21
51801,64.87
51802,112.97
51803,15.47
51804,24.57
51805,58.37
51806,22.1
51807,81.9
51808,17.55
51809,156.0
51810,84.37
51811,155.87
51812,26.0
51813,55.77
51814,54.47
51815,44.85
51816,25.87
51817,57.07
51818,88.27
51819,27.17
51820,76.57
51821,29.64
51822,18.07
51823,19.11
51824,37.05
51825,17.55
51826,50.44
51827,11.57
51828,16.9
51829,62.27
51830,18.07
51831,25.87
51832,51.87
51833,98.67
51834,22.75
51835,45.37
51836,19.37
51837,6.37
51838,83.2
51839,54.47
51840,28.6
51841,62.4
51842,33.67
51843,116.35
51844,90.34
51845,7.67
51846,40.3
51847,38.87
51848,58.36
51849,74.75
51850,14.82
51851,24.31
51852,123.37
51853,25.74
51854,33.67
51855,47.32
51856,11.38
51857,57.07
51858,20.22
51859,17.94
51860,20.8
51861,47.97
51862,45.37
51863,41.47
51864,38.87
51865,135.07
51866,15.47
51867,90.87
51868,11.57
51869,24.57
51870,32.24
51871,24.57
51872,26.0
51873,52.0
51874,89.7
51875,91.0
51876,37.57
51877,26.65
51878,67.47
51879,51.87
51880,25.35
51881,107.77
51882,22.1
51883,64.87
51884,115.7
51885,82.55
51886,12.74
51887,18.2
51888,62.27
51889,16.9
51890,65.0
51891,46.67
51892,37.7
51893,39.0
51894,103.87
51895,42.25
51897,22.49
51898,101.27
51899,81.39
51900,38.99
51901,12.87
51902,61.88
51903,149.37
51904,64.74
51906,19.37
51907,20.02
51908,14.17
51909,16.77
51910,50.57
51911,16.9
51912,76.44
51913,65.0
51914,57.85
51915,21.97
51916,42.77
51917,25.87
51918,47.45
51919,38.87
51920,31.07
51921,21.97
51922,90.35
51923,51.87
51924,142.35
51925,153.4
51926,28.78
51927,30.55
51928,96.07
51929,44.07
51930,20.67
51931,32.37
51932,38.35
51933,9.1
51934,23.66
51935,67.6
51936,50.57
51937,15.21
51938,13.91
51939,38.87
51940,42.77
51941,55.77
51942,66.95
51943,29.77
51944,35.75
51945,9.97
51946,54.6
51947,19.37
51948,63.57
51949,103.87
51950,35.88
51951,21.45
51952,57.13
51953,11.05
51954,64.87
51955,13.0
51956,45.37
51957,110.37
51958,142.87
51959,38.87
51960,91.0
51961,51.87
51962,26.0
51963,19.24
51964,50.57
51965,25.35
51966,44.07
51967,23.27
51968,77.87
51969,42.77
51970,36.4
51971,27.3
51972,18.07
51974,52.88
51975,77.87
51976,79.79
51977,38.87
51978,41.6
51979,45.37
51980,58.37
51981,25.87
51982,97.5
51983,29.77
51984,19.37
51985,18.07
51986,41.6
51987,12.87
51988,20.28
51989,55.77
51991,81.9
51992,64.87
51993,57.2
51994,19.37
51995,32.37
51996,71.37
51997,101.27
51998,73.97
51999,68.25
52000,131.12
52001,80.47
52002,11.31
52003,77.87
52004,63.57
52005,84.37
52006,54.47
52007,6.37
52008,50.05
52009,12.09
52010,25.48
52011,99.97
52012,128.44
52013,31.2
52014,60.97
52015,59.15
52016,103.87
52017,77.87
52018,17.55
52019,154.7
52020,93.34
52021,8.97
52022,59.67
52023,35.88
52024,137.8
52025,24.57
52026,40.95
52027,116.35
52028,29.77
52029,45.37
52030,34.45
52031,31.07
52032,7.67
52033,103.87
52034,59.67
52035,86.84
52036,23.4
52037,7.67
52038,20.15
52040,93.99
52041,66.17
52042,68.77
52043,84.37
52044,68.77
52045,23.27
52046,49.01
52047,90.87
52048,89.7
52049,15.34
52050,4.16
52051,23.27
52052,16.64
52053,33.54
52054,18.85
52055,40.69
52056,143.0
52057,71.37
52058,57.59
52059,103.87
52060,25.93
52061,33.8
52062,18.19
52063,42.77
52064,31.85
52065,81.77
52066,79.04
52067,62.4
52068,88.27
52069,15.59
52070,12.22
52071,59.67
52072,10.14
52073,47.32
52074,36.27
52075,15.34
52076,55.9
52077,50.57
52078,20.67
52079,33.67
52080,21.32
52081,26.91
52082,66.17
52083,68.25
52084,59.02
52085,62.14
52086,79.95
52088,21.84
52089,59.67
52090,18.07
52091,85.8
52092,87.1
52093,33.67
52094,17.42
52095,12.35
52096,17.55
52097,35.75
52098,73.91
52099,31.07
52100,86.45
52102,118.17
52103,19.24
52104,7.8
52105,18.2
52106,58.49
52107,49.27
52108,129.87
52109,86.97
52110,16.77
52111,123.37
52112,58.37
52113,103.87
52114,51.99
52115,64.87
52116,59.67
52117,66.17
52118,31.2
52119,62.14
52120,32.5
52121,46.67
52122,18.2
52123,29.25
52124,32.37
52125,43.81
52126,39.0
52127,64.74
52128,55.9
52129,28.21
52130,110.37
52131,33.67
52132,33.8
52133,14.95
52134,42.12
52135,11.57
52136,13.97
52137,49.4
52138,97.36
52139,42.64
52140,24.57
52142,27.17
52143,31.07
52144,40.95
52145,46.67
52146,84.37
52147,68.77
52148,76.57
52149,56.16
52150,66.62
52151,31.2
52152,54.47
52153,10.27
52154,51.87
52155,61.1
52156,55.89
52157,32.24
52158,38.35
52159,24.7
52160,20.73
52161,72.8
52162,51.87
52163,24.64
52164,34.84
52165,18.2
52166,32.37
52167,62.27
52168,147.11
52169,36.27
52170,23.27
52171,31.07
52172,25.87
52173,12.48
52174,155.74
52175,32.37
52176,21.45
52177,18.07
52178,69.55
52179,38.87
52180,33.8
52181,95.16
52182,150.8
52183,46.15
52184,56.55
52185,20.67
52186,15.6
52187,72.8
52188,19.37
52189,110.5
52190,88.27
52191,106.08
52192,128.05
52193,59.67
52194,66.17
52195,60.97
52196,135.72
52197,77.87
52198,18.85
52199,29.9
52200,38.87
52201,63.57
52202,21.97
52203,136.37
52204,19.37
52205,36.27
52206,109.72
52207,39.0
52208,29.77
52209,20.67
52210,15.47
52211,42.25
52212,39.0
52213,38.87
52214,27.17
52215,73.55
52216,77.87
52217,35.75
52218,55.77
52219,77.87
52220,44.07
52221,38.87
52222,2.21
52223,27.23
52224,100.88
52225,120.77
52226,99.06
52227,105.95
52228,90.35
52229,17.94
52230,46.67
52232,44.07
52233,107.77
52234,76.44
52235,32.37
52236,47.97
52237,51.87
52238,15.99
52239,77.87
52240,17.55
52241,46.8
52242,115.57
52243,90.87
52244,99.97
52245,37.57
52246,33.67
52247,18.85
52248,86.45
52249,136.5
52250,85.67
52251,37.57
52252,128.44
52253,59.67
52254,125.84
52255,45.37
52256,23.27
52257,53.3
52258,100.1
52259,24.57
52260,16.77
52261,60.97
52262,15.6
52263,19.37
52264,74.49
52265,155.74
52266,35.75
52267,51.87
52268,81.77
52269,29.77
52270,119.47
52271,34.97
52272,42.77
52273,21.06
52274,20.79
52275,48.36
52276,25.35
52277,25.87
52278,10.27
52279,79.95
52280,27.17
52281,22.1
52282,26.0
52283,11.05
52284,103.87
52285,34.45
52286,149.5
52287,62.27
52288,45.37
52289,64.74
52290,103.61
52291,24.57
52292,23.27
52293,24.57
52294,76.31
52295,8.19
52296,14.3
52297,97.37
52298,40.04
52299,136.37
52300,125.97
52301,77.99
52302,19.37
52303,5.07
52304,67.47
52305,123.5
52306,64.87
52307,22.1
52308,29.77
52309,64.87
52310,38.87
52311,20.15
52312,46.41
52313,10.92
52314,95.94
52315,33.73
52316,17.42
52317,28.47
52318,129.74
52319,47.97
52320,27.04
52321,61.1
52323,86.45
52324,22.09
52325,47.97
52326,38.87
52327,37.57
52328,41.47
52329,121.55
52330,55.77
52331,57.07
52332,21.97
52333,73.97
52334,54.6
52335,45.44
52336,84.37
52337,71.5
52338,25.87
52339,31.85
52340,132.47
52341,49.27
52342,20.15
52343,19.24
52344,35.75
52345,49.4
52346,75.4
52347,25.74
52348,24.57
52349,27.17
52350,6.37
52351,16.77
52352,67.47
52353,28.47
52354,24.57
52355,20.15
52356,29.64
52357,72.41
52358,22.1
52359,31.07
52360,31.07
52361,37.57
52362,11.57
52363,103.87
52364,19.37
52365,59.67
52366,18.07
52367,46.8
52368,87.1
52369,41.47
52370,62.27
52371,58.37
52372,33.8
52373,45.11
52374,44.07
52375,57.85
52376,31.07
52377,32.5
52378,14.95
52379,35.75
52380,13.65
52381,18.2
52382,31.2
52383,11.05
52384,80.6
52385,102.57
52386,8.0
52387,51.87
52388,13.65
52389,6.37
52390,36.01
52391,22.75
52392,24.57
52393,77.81
52394,50.05
52395,115.05
52396,78.65
52397,14.17
52398,32.37
52399,77.87
52400,51.35
52401,151.45
52402,32.37
52403,21.97
52404,136.24
52405,29.77
52406,37.31
52407,54.47
52408,38.99
52409,33.67
52410,38.35
52411,34.97
52412,6.89
52413,12.74
52414,69.55
52415,55.9
52416,104.0
52417,29.9
52418,103.87
52419,91.0
52420,21.19
52421,28.47
52422,43.16
52423,86.84
52424,28.6
52425,18.2
52426,44.85
52427,47.97
52428,45.5
52429,30.55
52430,19.37
52431,24.57
52432,66.95
52433,128.05
52434,109.59
52435,60.97
52436,12.87
52437,53.17
52438,20.15
52439,26.65
52440,117.02
52441,31.07
52442,46.67
52443,44.07
52444,73.45
52445,46.8
52446,77.09
52447,34.32
52449,68.25
52450,77.87
52451,19.49
52452,50.7
52453,109.07
52454,105.3
52455,41.47
52456,47.97
52457,20.8
52458,142.87
52459,63.05
52460,21.97
52461,25.35
52462,28.59
52463,69.55
52464,87.1
52465,51.87
52466,42.77
52467,68.9
52468,44.07
52469,64.87
52470,81.12
52471,15.6
52472,32.37
52473,42.9
52474,18.2
52475,84.37
52476,11.05
52477,29.77
52478,88.27
52479,65.0
52480,59.67
52481,24.57
52482,81.77
52483,11.7
52484,27.17
52485,46.67
52486,92.17
52487,93.08
52488,64.87
52489,21.19
52490,37.57
52491,96.07
52492,127.39
52493,18.07
52494,38.35
52495,6.37
52496,52.0
52497,78.0
52498,72.67
52499,15.34
52500,25.35
52502,85.67
52503,7.02
52504,58.5
52505,32.37
52506,17.68
52507,77.87
52508,19.5
52509,64.87
52510,23.27
52511,46.67
52512,41.47
52513,37.05
52514,45.37
52515,12.35
52516,23.27
52517,20.67
52518,106.47
52519,10.27
52520,58.37
52521,54.47
52522,154.7
52523,49.4
52524,33.67
52525,47.97
52526,44.07
52527,16.9
52528,63.05
52529,9.49
52530,28.47
52531,38.35
52532,24.7
52533,71.37
52534,76.57
52535,93.6
52536,100.94
52537,34.45
52538,42.9
52539,24.57
52540,69.94
52541,42.25
52542,75.27
52543,37.44
52544,28.47
52545,15.34
52546,38.87
52547,63.7
52548,33.67
52549,46.67
52550,53.3
52551,118.95
52552,58.37
52553,70.07
52554,18.85
52555,46.8
52556,11.67
52557,23.27
52558,64.87
52559,63.57
52560,46.41
52561,68.77
52562,12.87
52563,25.87
52564,18.98
52565,117.0
52566,10.07
52567,51.87
52568,33.67
52569,15.21
52570,68.77
52571,33.15
52572,16.77
52573,107.77
52574,101.4
52575,50.57
52576,68.77
52577,35.75
52578,44.07
52579,56.81
52580,71.11
52581,77.87
52582,18.07
52583,10.4
52584,81.77
52585,74.1
52586,103.87
52587,25.87
52588,85.67
52589,31.07
52590,19.5
52591,28.47
52592,41.47
52593,32.37
52594,17.55
52595,24.05
52596,116.87
52597,77.87
52598,76.05
52599,49.27
52600,50.7
52602,103.35
52603,36.27
52604,41.6
52605,51.87
52606,81.9
52607,33.8
52608,18.07
52609,12.74
52610,32.37
52611,49.4
52612,67.34
52613,126.36
52614,9.88
52615,71.37
52617,62.27
52618,68.77
52619,106.47
52620,68.77
52621,76.57
52622,78.0
52623,38.35
52624,62.27
52625,109.07
52626,42.25
52627,10.4
52628,123.37
52629,31.07
52630,16.77
52631,81.77
52632,28.6
52633,5.07
52634,51.87
52635,150.41
52636,38.87
52637,48.75
52638,29.12
52639,66.17
52640,27.3
52641,47.45
52642,29.74
52643,84.37
52644,137.67
52645,129.87
52646,41.47
52647,27.95
52648,70.07
52649,28.47
52650,77.87
52651,79.3
52652,29.77
52653,30.55
52654,103.35
52655,36.27
52656,63.57
52657,12.87
52658,41.6
52659,10.01
52660,19.37
52661,53.95
52662,21.84
52663,64.87
52664,33.67
52665,26.65
52666,8.84
52667,9.75
52668,21.19
52669,24.7
52670,41.21
52671,47.97
52672,36.14
52673,13.91
52674,94.77
52675,110.37
52676,30.16
52677,92.17
52678,11.05
52679,17.55
52680,57.07
52681,72.67
52682,28.47
52683,142.87
52684,39.0
52685,60.58
52686,67.34
52687,16.25
52688,20.15
52689,87.1
52690,51.87
52691,89.57
52692,24.57
52693,83.07
52694,77.87
52695,34.97
52696,72.67
52697,22.04
52698,39.0
52699,41.34
52700,23.27
52701,5.98
52702,15.47
52703,33.02
52704,38.87
52705,35.1
52706,37.57
52707,24.57
52708,32.5
52709,71.5
52710,9.75
52711,74.75
52712,86.97
52713,109.07
52714,36.27
52715,16.77
52716,74.1
52717,11.57
52718,46.8
52719,15.6
52720,84.35
52721,104.0
52722,21.45
52723,121.55
52724,26.65
52725,104.0
52726,32.37
52727,12.61
52728,31.98
52729,16.75
52730,129.74
52731,95.55
52732,73.97
52733,60.97
52734,22.1
52735,38.87
52736,90.87
52737,63.7
52738,27.17
52739,27.17
52740,67.47
52741,49.79
52742,68.25
52743,58.5
52744,62.27
52745,16.25
52746,71.37
52747,13.0
52748,110.37
52749,116.87
52750,16.77
52751,24.57
52752,62.4
52753,107.77
52754,16.77
52755,89.05
52756,64.74
52757,36.27
52758,21.97
52759,71.37
52760,79.69
52761,73.97
52762,58.37
52763,6.5
52764,33.28
52765,83.07
52766,38.87
52767,51.87
52768,110.37
52769,20.15
52770,153.27
52771,80.99
52772,38.87
52774,37.57
52775,18.85
52776,51.87
52777,14.69
52778,96.85
52779,110.37
52780,36.27
52781,129.87
52782,144.3
52783,24.57
52784,76.7
52785,105.17
52786,39.0
52787,71.37
52788,62.27
52789,7.67
52790,75.27
52791,36.27
52792,9.23
52793,26.0
52794,73.97
52795,25.87
52797,16.12
52798,31.07
52799,8.45
52800,103.87
52801,19.37
52802,10.14
52803,120.9
52804,50.57
52805,51.87
52806,34.97
52807,76.57
52808,20.67
52809,20.67
52810,64.87
52811,81.77
52812,40.17
52813,68.77
52814,45.37
52815,78.65
52817,9.09
52818,30.94
52819,135.07
52820,11.57
52821,31.07
52822,133.77
52823,154.7
52824,23.14
52825,23.27
52826,21.97
52827,6.37
52828,20.67
52829,33.8
52830,39.0
52831,21.27
52832,17.94
52833,79.17
52834,21.45
52835,77.87
52836,77.87
52837,32.5
52838,127.11
52839,51.87
52840,75.27
52841,55.25
52842,4.55
52843,17.55
52844,70.85
52845,37.57
52846,83.07
52847,6.37
52848,66.17
52849,33.8
52850,54.21
52851,102.57
52852,25.87
52853,3.77
52854,5.2
52855,27.95
52856,37.57
52857,39.82
52858,110.37
52859,21.45
52860,29.77
52861,31.07
52862,51.87
52863,24.57
52864,29.25
52865,25.87
52866,86.97
52867,46.8
52868,17.94
52869,81.64
52870,25.87
52871,24.05
52872,59.67
52873,77.87
52874,60.45
52875,51.74
52876,29.77
52877,72.67
52878,21.97
52879,56.55
52880,110.5
52881,100.1
52882,19.37
52883,21.97
52884,10.01
52885,80.6
52886,17.29
52887,31.07
52888,63.44
52889,17.94
52890,43.55
52891,71.5
52892,77.87
52894,27.17
52895,149.37
52896,12.35
52897,51.87
52898,112.91
52899,108.94
52900,25.87
52901,84.37
52902,13.0
52903,53.17
52904,37.57
52905,30.55
52906,19.5
52907,117.65
52908,40.17
52909,141.7
52910,94.77
52911,14.17
52912,12.87
52913,58.37
52914,36.27
52915,35.1
52916,90.87
52917,34.97
52918,37.18
52919,32.37
52920,25.87
52921,32.5
52922,8.06
52923,16.9
52924,20.67
52925,29.25
52926,45.48
52927,97.5
52928,20.15
52929,25.48
52930,23.27
52931,18.2
52932,73.97
52933,67.6
52934,59.67
52935,77.87
52936,18.59
52937,46.15
52938,41.6
52939,15.47
52940,94.25
52941,75.27
52942,39.0
52943,45.37
52944,27.17
52945,40.17
52946,12.87
52947,46.67
52948,24.69
52949,102.44
52950,31.85
52951,110.5
52952,101.01
52953,80.41
52954,6.5
52955,97.37
52956,46.54
52957,67.21
52958,57.2
52959,34.97
52960,10.27
52961,88.27
52962,32.5
52963,14.95
52964,107.77
52965,27.82
52966,14.17
52967,90.97
52968,119.47
52969,34.45
52970,24.05
52971,101.27
52972,32.37
52973,40.3
52974,57.07
52975,21.84
52976,85.67
52977,18.07
52978,54.47
52979,51.87
52980,25.87
52981,19.37
52982,54.47
52983,49.27
52984,14.95
52985,8.32
52986,35.75
52987,38.87
52988,54.34
52989,61.1
52990,5.72
52991,115.7
52992,38.87
52993,23.27
52994,57.07
52995,92.17
52996,42.77
52997,54.6
52999,87.36
53000,46.67
53001,17.55
53002,64.87
53003,21.97
53004,5.13
53005,85.54
53006,46.8
53007,108.94
53008,24.69
53009,37.44
53010,84.89
53011,43.94
53012,18.2
53013,16.25
53014,72.67
53015,22.1
53016,87.75
53017,59.15
53018,8.84
53019,18.85
53020,22.49
53021,29.9
53022,3.51
53023,87.1
53024,30.55
53025,11.18
53026,25.87
53027,83.07
53028,64.87
53029,16.25
53030,42.9
53031,32.5
53032,2.99
53033,75.27
53034,90.87
53035,5.2
53036,38.35
53037,49.27
53038,23.27
53039,13.0
53040,81.77
53041,18.07
53042,57.85
53043,21.45
53044,128.31
53045,15.47
53046,70.07
53047,8.45
53048,19.49
53049,29.77
53050,54.6
53051,31.07
53052,15.08
53053,70.07
53054,50.57
53055,78.0
53056,79.3
53057,27.17
53058,9.1
53059,40.95
53060,67.47
53062,119.47
53063,44.85
53064,20.8
53065,22.09
53066,51.87
53067,25.87
53068,25.61
53069,29.77
53070,51.87
53071,55.77
53072,10.34
53073,154.7
53074,38.87
53075,32.24
53076,13.65
53077,64.61
53078,8.19
53079,31.07
53080,14.17
53081,85.67
53082,24.57
53083,100.1
53084,24.05
53085,81.77
53086,34.97
53087,8.71
53088,97.37
53089,59.67
53090,28.47
53091,42.9
53092,23.14
53093,31.2
53094,33.67
53095,149.5
53096,102.05
53097,41.47
53098,25.87
53099,50.57
53100,32.37
53101,109.07
53102,21.97
53103,90.87
53104,71.37
53105,14.69
53106,96.07
53107,51.87
53108,74.75
53109,38.87
53110,115.57
53111,114.27
53112,10.92
53113,127.92
53114,24.57
53115,44.07
53116,12.79
53117,37.05
